,price,bedrooms,sqft_living,floors,condition
204,525000.0,3.0,2970,1.0,3
205,484000.0,2.0,1660,1.0,3
206,725126.0,4.0,3200,2.0,3
207,360000.0,4.0,2680,1.0,5
208,387000.0,3.0,1230,1.0,5
209,483500.0,4.0,2740,2.0,3
210,655500.0,4.0,3380,2.0,3
211,345000.0,3.0,1110,1.0,3
212,533000.0,5.0,1800,1.5,3
213,385000.0,3.0,1900,1.0,3
214,675000.0,2.0,930,1.0,3
215,197000.0,3.0,1690,1.0,4
216,485000.0,3.0,1420,1.5,3
217,1870000.0,5.0,4510,2.0,3
218,295000.0,3.0,1980,1.0,4
219,499000.0,2.0,1170,1.0,4
220,1050000.0,3.0,2200,2.0,3
221,191000.0,3.0,800,1.0,4
222,500000.0,3.0,1480,3.0,3
223,390000.0,5.0,2890,1.0,3
224,979000.0,3.0,2690,3.0,3
225,580000.0,4.0,3569,2.0,3
226,369950.0,3.0,1270,3.0,3
227,1800000.0,5.0,4490,2.0,3
228,776000.0,4.0,3040,2.0,3
229,519950.0,3.0,1170,3.0,3
230,255000.0,5.0,2060,1.0,3
231,495000.0,3.0,990,1.0,3
232,510000.0,4.0,2430,2.0,3
233,1150000.0,4.0,4460,2.0,3
234,253000.0,3.0,1250,1.0,3
235,503000.0,3.0,1540,1.0,5
236,275000.0,3.0,1600,2.0,4
237,249000.0,3.0,1110,1.0,3
238,310000.0,3.0,1840,1.0,4
239,750000.0,3.0,2520,1.0,4
240,630000.0,3.0,2680,2.0,3
241,599999.0,9.0,3830,2.5,3
242,758000.0,4.0,2410,1.0,4
243,248500.0,4.0,1720,1.0,5
244,310000.0,3.0,2070,1.0,4
245,460000.0,3.0,1760,2.0,4
246,675000.0,3.0,1680,1.0,4
247,526000.0,2.0,1550,1.5,4
248,560000.0,3.0,4120,2.0,3
249,415000.0,4.0,1830,2.0,3
250,246000.0,3.0,1400,1.0,3
251,314500.0,3.0,1870,1.0,4
252,3200000.0,7.0,6210,2.5,5
253,420000.0,2.0,1040,1.5,4
254,535000.0,3.0,2720,1.5,3
255,350000.0,3.0,1010,1.0,3
256,515000.0,3.0,1580,1.0,4
257,749950.0,4.0,2600,2.0,5
258,230000.0,3.0,1920,2.0,3
259,568000.0,3.0,2350,1.5,3
260,250000.0,1.0,1100,1.0,2
261,581000.0,4.0,2510,1.0,4
262,651000.0,3.0,3240,2.0,4
263,600000.0,3.0,2460,1.0,4
264,500000.0,2.0,1010,1.5,4
265,475000.0,2.0,820,1.0,3
266,352000.0,5.0,2420,1.0,3
267,420000.0,3.0,1770,2.0,3
268,428000.0,2.0,1350,1.0,3
269,599000.0,3.0,1960,1.0,4
270,492000.0,4.0,3305,1.5,5
271,630000.0,2.0,2550,1.0,3
272,900000.0,5.0,4130,2.0,3
273,1110000.0,4.0,2310,1.0,3
274,575000.0,4.0,1650,1.0,3
275,705000.0,4.0,2650,1.5,3
276,940000.0,4.0,1890,1.0,3
277,313000.0,3.0,2190,1.0,4
278,618080.0,3.0,2030,2.0,3
279,640000.0,3.0,2270,2.0,3
280,485000.0,3.0,1610,1.0,4
281,300000.0,2.0,760,1.0,3
282,379500.0,2.0,1640,1.0,3
283,339950.0,3.0,1630,2.0,4
284,1500000.0,6.0,3560,2.5,4
285,1340000.0,3.0,2960,2.0,3
286,500000.0,3.0,1940,1.0,4
287,239900.0,3.0,1410,1.0,3
288,314950.0,3.0,1040,1.0,4
289,361280.0,2.0,820,1.0,4
290,100000.0,2.0,910,1.0,3
291,540000.0,7.0,3700,2.0,3
292,480500.0,4.0,2180,1.0,4
293,280000.0,3.0,1600,2.0,3
294,440000.0,3.0,1500,1.0,4
295,530000.0,3.0,1340,1.0,3
296,560000.0,3.0,1860,1.0,3
297,775000.0,3.0,2540,1.5,4
298,160000.0,2.0,1040,1.0,5
299,209950.0,3.0,1380,1.0,3
300,226500.0,3.0,1640,1.0,3
301,380000.0,5.0,3000,1.0,5
302,409500.0,4.0,2140,1.0,3
303,690000.0,3.0,1760,1.0,4
304,405000.0,3.0,1660,1.0,4
305,375000.0,3.0,1830,2.0,3
306,794154.0,4.0,2210,1.0,4
307,185000.0,4.0,1490,1.0,3
308,245000.0,3.0,1260,2.0,3
309,1532500.0,5.0,4270,2.0,3
310,1040000.0,4.0,3900,2.0,3
311,425000.0,2.0,1150,3.0,3
312,495000.0,4.0,2656,2.0,3
313,365000.0,5.0,2410,1.0,3
314,417250.0,3.0,1606,3.0,3
315,339950.0,2.0,820,3.0,3
316,615000.0,2.0,1540,1.0,4
317,403000.0,3.0,2090,2.0,3
318,980000.0,5.0,3160,1.0,4
319,258000.0,4.0,1730,1.0,3
320,533000.0,3.0,1670,1.0,3
321,537500.0,4.0,2550,2.0,3
322,830000.0,5.0,3040,1.0,5
323,712000.0,3.0,1250,1.5,4
324,262000.0,4.0,2020,2.0,3
325,753888.0,4.0,2660,2.0,3
326,134000.0,2.0,980,2.0,3
327,402000.0,3.0,1960,1.0,4
328,205000.0,2.0,720,1.0,3
329,553650.0,2.0,1360,2.0,3
330,559950.0,2.0,1870,1.0,3
331,260000.0,4.0,2130,1.0,3
332,270000.0,4.0,1810,2.0,3
333,295000.0,2.0,2200,1.0,3
334,719000.0,3.0,1690,1.5,4
335,266000.0,3.0,1940,1.0,3
336,325900.0,4.0,2320,2.0,3
337,647500.0,4.0,2060,1.0,4
338,1039000.0,4.0,3410,2.0,5
339,569000.0,4.0,2250,2.0,3
340,246000.0,3.0,1390,1.0,4
341,515000.0,2.0,1060,1.0,3
342,207000.0,3.0,1490,1.0,4
343,780000.0,4.0,2480,1.0,3
344,489990.0,5.0,2440,1.5,4
345,335000.0,3.0,2240,1.5,2
346,295000.0,3.0,1920,2.0,3
347,385000.0,3.0,1890,1.0,3
348,350000.0,4.0,2250,1.0,4
349,235000.0,2.0,1270,1.0,4
350,358000.0,2.0,960,2.0,3
351,716500.0,4.0,3290,2.0,3
352,228000.0,4.0,2000,1.0,3
353,405000.0,2.0,1020,1.0,4
354,538000.0,4.0,1840,1.0,3
355,530000.0,3.0,1980,1.0,4
356,1750000.0,6.0,3510,2.5,4
357,636000.0,2.0,1230,1.5,5
358,535000.0,4.0,2280,2.0,3
359,1500000.0,3.0,2430,1.0,4
360,868500.0,3.0,2920,3.0,3
361,530000.0,4.0,2280,1.5,4
362,450000.0,3.0,1510,1.0,3
363,230000.0,3.0,950,1.0,3
364,229000.0,3.0,1190,2.0,3
365,437000.0,3.0,1310,1.0,4
366,1307000.0,5.0,2800,1.5,5
367,595000.0,3.0,1750,2.0,4
368,660000.0,3.0,1320,1.5,5
369,347500.0,4.0,2460,2.0,3
370,297950.0,3.0,1240,1.0,3
371,245000.0,3.0,1260,1.0,4
372,543200.0,6.0,2820,1.5,5
373,1250000.0,4.0,3820,2.0,4
374,413450.0,3.0,1540,3.0,3
375,330000.0,2.0,1550,1.5,2
376,424500.0,3.0,1460,1.0,3
377,230000.0,3.0,1390,1.0,4
378,930000.0,3.0,2640,2.0,3
379,349000.0,3.0,1590,1.0,3
380,835000.0,4.0,1910,1.5,5
381,988500.0,3.0,2015,2.0,3
382,500000.0,3.0,1410,3.0,3
383,499000.0,2.0,1110,2.0,3
384,321950.0,2.0,860,2.0,3
385,494000.0,3.0,2310,2.0,3
386,441750.0,2.0,1020,3.0,3
387,438000.0,2.0,980,2.0,3
388,985000.0,4.0,4230,2.0,3
389,352000.0,3.0,1640,1.0,4
390,839900.0,4.0,3810,1.0,3
391,765000.0,4.0,2790,2.0,3
392,460000.0,4.0,1750,1.5,5
393,224500.0,4.0,1430,1.5,4
394,254000.0,3.0,1850,2.0,3
395,255000.0,2.0,960,1.0,4
396,610000.0,3.0,2480,1.0,4
397,920000.0,4.0,3750,2.0,3
398,402500.0,4.0,2600,2.0,3
399,280950.0,3.0,1390,1.0,4
400,604000.0,4.0,2260,2.0,3
401,565000.0,4.0,2470,2.0,3
402,255000.0,2.0,810,1.0,1
403,445000.0,4.0,1650,1.0,5
404,2400000.0,3.0,3000,1.5,3
405,195000.0,2.0,720,1.0,3
406,275000.0,3.0,1390,1.0,3
407,387000.0,3.0,1445,2.0,3
408,490000.0,2.0,1840,1.5,4
409,505000.0,3.0,2100,2.0,3
410,303500.0,3.0,1060,1.0,4
411,270000.0,3.0,1500,1.0,5
412,323000.0,4.0,1970,1.0,3
413,382000.0,3.0,1410,3.0,3
414,1370000.0,4.0,3720,1.0,5
415,280000.0,4.0,2190,1.0,4
416,260000.0,3.0,1920,1.0,4
417,201500.0,3.0,1160,1.0,4
418,1157200.0,4.0,5860,2.0,4
419,536500.0,4.0,2000,1.5,5
420,248000.0,4.0,2163,2.0,3
421,532000.0,5.0,3480,1.0,4
422,580000.0,4.0,2840,2.0,3
423,463000.0,2.0,1150,1.0,4
424,742500.0,4.0,3100,2.0,3
425,260000.0,3.0,1420,1.0,4
426,590000.0,4.0,2430,1.0,3
427,312000.0,4.0,1930,1.0,3
428,566000.0,3.0,1660,1.0,4
429,511555.0,3.0,1400,1.0,4
430,583000.0,4.0,2660,2.0,3
431,290000.0,4.0,2000,1.0,4
432,311100.0,4.0,2130,1.0,4
433,325000.0,3.0,1352,3.0,3
434,491300.0,3.0,1750,1.0,4
435,315000.0,5.0,2320,1.0,4
436,360000.0,2.0,1420,1.0,3
437,330000.0,4.0,1940,2.0,3
438,481450.0,3.0,1410,1.0,3
439,234950.0,3.0,1360,1.0,3
440,251000.0,3.0,1220,1.0,3
441,782000.0,4.0,2830,2.0,3
442,833000.0,4.0,3780,2.0,3
443,542500.0,4.0,2330,2.0,4
444,851000.0,3.0,3560,2.0,3
445,325000.0,4.0,1470,1.0,3
446,415000.0,4.0,3060,2.0,3
447,252500.0,3.0,1030,1.0,3
448,465000.0,4.0,1930,1.0,4
449,336900.0,3.0,1780,1.0,4
450,225000.0,3.0,2000,2.0,4
451,270000.0,3.0,1690,1.0,4
452,1702500.0,5.0,5190,2.0,3
453,536000.0,3.0,1300,1.5,3
454,585000.0,4.0,2400,2.0,4
455,445000.0,2.0,1150,1.0,3
456,320000.0,4.0,2310,2.0,3
457,769900.0,4.0,2730,2.0,3
458,557000.0,4.0,2840,2.0,3
459,212000.0,2.0,1020,2.0,3
460,376000.0,3.0,1340,3.0,3
461,800000.0,4.0,3540,2.0,3
462,2238888.0,5.0,7270,2.0,3
463,324000.0,3.0,998,2.0,3
464,549900.0,5.0,3060,1.0,5
465,320000.0,3.0,2130,2.0,3
466,875000.0,4.0,2520,1.0,3
467,265000.0,4.0,1940,1.0,3
468,394950.0,3.0,1350,3.0,3
469,842500.0,4.0,2160,2.5,4
470,368000.0,3.0,1370,2.0,3
471,1225000.0,4.0,5420,1.0,3
472,885000.0,4.0,2830,2.0,3
473,453246.0,3.0,2010,2.0,3
474,927000.0,4.0,3300,2.0,3
475,490000.0,2.0,1230,2.0,3
476,341000.0,3.0,1720,1.5,4
477,235000.0,1.0,810,1.0,5
478,1200000.0,3.0,1560,1.5,4
479,560000.0,3.0,2560,1.0,3
480,900000.0,4.0,4700,2.0,3
481,255000.0,2.0,1220,1.0,3
482,1575000.0,5.0,3650,1.0,4
483,876650.0,3.0,2170,1.5,5
484,540000.0,4.0,2540,1.0,3
485,350000.0,2.0,910,1.5,4
486,750000.0,4.0,2980,2.0,3
487,582000.0,4.0,2120,1.0,3
488,1315000.0,4.0,3460,2.0,3
489,372500.0,5.0,2480,1.0,3
490,410000.0,3.0,2200,2.0,3
491,360000.0,4.0,1730,1.0,5
492,1015000.0,3.0,2920,1.0,4
493,225000.0,3.0,990,1.0,4
494,647000.0,4.0,3040,2.0,3
495,950000.0,5.0,4530,1.5,4
496,185000.0,3.0,1370,1.0,4
497,335000.0,3.0,1940,2.0,3
498,210000.0,3.0,1040,2.0,3
499,522000.0,4.0,1800,1.0,4
500,770000.0,3.0,1720,1.0,3
501,499950.0,3.0,980,1.0,3
502,751000.0,4.0,3110,2.0,3
503,330000.0,5.0,2100,1.0,3
504,465000.0,3.0,2020,1.0,4
505,850000.0,4.0,2350,1.0,4
506,947500.0,4.0,3290,1.5,4
507,302000.0,5.0,2180,2.0,3
508,500000.0,2.0,1290,3.0,3
509,201000.0,3.0,1460,1.0,4
510,265000.0,2.0,1290,2.0,3
511,870300.0,4.0,2350,1.5,4
512,339000.0,3.0,1080,1.0,4
513,690000.0,4.0,2670,2.0,4
514,788000.0,4.0,3680,2.0,3
515,315275.0,3.0,1440,1.0,3
516,505000.0,4.0,1940,1.0,5
517,368000.0,3.0,1280,1.0,3
518,947500.0,3.0,2980,1.5,5
519,156000.0,3.0,970,1.0,3
520,610000.0,4.0,2110,1.5,4
521,420000.0,2.0,1480,3.0,3
522,192000.0,2.0,700,1.0,3
523,910000.0,3.0,2700,1.0,4
524,1300000.0,4.0,2330,2.0,3
525,1346400.0,5.0,3380,1.0,4
526,840000.0,4.0,2600,1.5,3
527,300000.0,2.0,1360,1.0,3
528,505000.0,4.0,2780,1.0,3
529,110000.0,3.0,1250,1.0,5
530,746000.0,3.0,2620,2.0,3
531,211000.0,3.0,1350,1.0,5
532,675000.0,4.0,2400,1.0,4
533,734200.0,4.0,2760,1.5,5
534,1225000.0,4.0,3070,1.0,3
535,615000.0,2.0,2040,1.5,4
536,630000.0,4.0,1770,2.0,5
537,1264000.0,4.0,3490,2.0,3
538,301500.0,2.0,830,2.0,3
539,369000.0,2.0,980,2.0,3
540,635000.0,3.0,1570,3.0,3
541,1033888.0,4.0,3270,2.0,3
542,383000.0,4.0,2160,2.0,3
543,1050000.0,4.0,3280,2.0,3
544,455000.0,4.0,3360,2.0,3
545,819900.0,5.0,3150,2.0,3
546,625000.0,3.0,1810,2.0,4
547,651000.0,4.0,2740,2.0,3
548,480000.0,5.0,3830,1.0,3
549,757000.0,3.0,3190,2.0,3
550,460000.0,3.0,2350,1.0,3
551,267345.0,4.0,2510,1.0,4
552,530000.0,2.0,1680,1.0,3
553,449500.0,3.0,1770,1.0,4
554,289000.0,3.0,1090,1.0,5
555,373000.0,5.0,3001,2.0,3
556,525000.0,5.0,2450,2.0,3
557,777000.0,3.0,3610,2.0,3
558,550000.0,4.0,2250,1.0,5
559,523000.0,3.0,1240,1.0,4
560,628000.0,4.0,2260,1.0,3
561,581000.0,4.0,2090,1.0,4
562,245000.0,5.0,2020,1.0,3
563,415000.0,3.0,1960,1.0,5
564,1895000.0,5.0,3120,2.0,4
565,225000.0,3.0,1250,1.0,3
566,287000.0,3.0,1490,1.0,4
567,799200.0,6.0,2890,2.5,3
568,239950.0,3.0,1900,1.5,4
569,591000.0,3.0,1680,1.0,5
570,700000.0,3.0,2030,2.0,4
571,475000.0,4.0,3740,1.0,3
572,575000.0,3.0,1580,1.0,4
573,771000.0,3.0,1780,1.5,4
574,155000.0,2.0,910,1.0,3
575,550000.0,7.0,3440,2.0,3
576,645000.0,3.0,1740,2.0,4
577,464000.0,5.0,3400,1.0,4
578,1050000.0,4.0,4400,2.0,3
579,350000.0,3.0,2010,2.0,3
580,591000.0,4.0,2710,2.0,4
581,2555000.0,4.0,5300,2.0,2
582,717000.0,3.0,1310,1.0,3
583,225000.0,4.0,1950,1.5,3
584,225000.0,3.0,1040,1.0,3
585,345000.0,3.0,1090,1.0,3
586,230000.0,2.0,650,1.0,4
587,385000.0,3.0,1480,1.0,3
588,90000.0,2.0,790,1.0,3
589,860000.0,4.0,3560,1.0,3
590,675000.0,4.0,3000,2.0,3
591,975000.0,4.0,3490,2.0,3
592,780000.0,3.0,2340,1.0,4
593,370000.0,3.0,1650,1.0,5
594,665000.0,3.0,1940,1.5,5
595,675000.0,5.0,3410,1.0,4
596,620000.0,3.0,1710,1.5,3
597,1105000.0,4.0,2740,2.0,5
598,450000.0,3.0,1250,2.0,3
599,450000.0,3.0,2450,1.0,4
600,530000.0,3.0,1690,1.0,4
601,635000.0,4.0,1950,1.0,4
602,580000.0,5.0,2290,1.0,3
603,1550000.0,5.0,3370,1.0,5
604,285000.0,3.0,1090,1.0,4
605,375000.0,3.0,1190,1.0,4
606,1400000.0,5.0,3530,2.0,3
607,560000.0,3.0,1440,2.0,3
608,405000.0,4.0,2180,1.0,3
609,413000.0,4.0,1410,1.0,3
610,287600.0,3.0,1950,2.0,3
611,1680000.0,5.0,4860,2.0,4
612,225000.0,3.0,1660,1.0,3
613,319000.0,3.0,1390,1.0,4
614,322500.0,3.0,1350,1.0,3
615,570000.0,3.0,1530,1.0,4
616,465000.0,3.0,1270,1.0,3
617,435000.0,4.0,2140,2.0,3
618,502000.0,4.0,2040,2.0,3
619,525000.0,3.0,2876,2.0,3
620,525000.0,3.0,1580,2.0,3
621,660000.0,4.0,3400,2.0,3
622,870000.0,4.0,3520,2.5,3
623,650000.0,4.0,2210,2.0,3
624,505000.0,4.0,2790,2.0,3
625,330000.0,3.0,1450,1.0,3
626,385000.0,4.0,1620,1.0,4
627,306000.0,3.0,1220,3.0,3
628,546000.0,3.0,2000,1.0,4
629,925000.0,4.0,2190,2.5,5
630,542000.0,4.0,1900,1.0,4
631,800000.0,3.0,1700,1.5,4
632,620000.0,5.0,2540,2.0,5
633,175000.0,2.0,1170,1.0,3
634,740000.0,5.0,5774,1.0,3
635,345000.0,3.0,2120,2.0,3
636,510000.0,3.0,2170,1.0,3
637,530000.0,4.0,2450,1.0,5
638,155000.0,2.0,700,1.0,5
639,266000.0,3.0,1780,1.0,4
640,257200.0,3.0,1850,1.0,4
641,265000.0,3.0,1570,1.0,3
642,372220.0,3.0,1290,1.0,3
643,337500.0,5.0,1700,1.0,3
644,582500.0,2.0,1159,1.0,3
645,489200.0,3.0,1850,1.5,5
646,405100.0,2.0,840,1.0,3
647,372977.0,3.0,1690,2.0,3
648,310000.0,3.0,1050,1.0,3
649,538000.0,3.0,1400,1.5,4
650,1400000.0,3.0,2550,2.0,3
651,317000.0,3.0,1840,2.0,3
652,702500.0,3.0,2360,2.0,5
653,565000.0,4.0,2240,2.0,4
654,723000.0,4.0,2700,2.0,3
655,766950.0,3.0,3030,1.5,4
656,682000.0,3.0,1830,1.5,5
657,325000.0,3.0,2220,2.0,4
658,543000.0,3.0,2090,1.0,3
659,525000.0,3.0,1600,1.5,3
660,364000.0,4.0,2010,1.0,4
661,394475.0,2.0,830,1.0,3
662,316000.0,4.0,2010,2.0,3
663,339950.0,3.0,1050,1.5,4
664,486000.0,4.0,2150,1.0,3
665,160000.0,3.0,860,1.0,4
666,930000.0,3.0,3100,1.0,3
667,139000.0,3.0,1100,1.0,3
668,562000.0,3.0,1830,1.0,4
669,299000.0,2.0,1250,1.0,4
670,511000.0,3.0,1820,2.0,3
671,499000.0,3.0,2090,1.5,3
672,356000.0,3.0,2100,2.0,3
673,470000.0,4.0,2310,2.0,3
674,715000.0,4.0,2060,1.0,5
675,1120000.0,4.0,4470,2.0,3
676,458000.0,3.0,1660,1.0,4
677,966000.0,5.0,3810,2.0,3
678,305495.0,3.0,2110,2.0,4
679,543000.0,2.0,2370,1.5,3
680,340000.0,3.0,1970,2.0,3
681,633100.0,4.0,2470,2.0,3
682,310000.0,3.0,1480,1.0,3
683,349950.0,5.0,2257,1.0,3
684,267800.0,2.0,700,1.0,4
685,234000.0,4.0,1630,1.0,4
686,740000.0,4.0,3430,2.0,3
687,607500.0,5.0,2220,1.5,3
688,223000.0,3.0,1340,1.0,4
689,400000.0,2.0,980,1.0,4
690,802000.0,3.0,2580,2.0,3
691,253000.0,4.0,2230,2.0,3
692,1058000.0,4.0,2290,1.0,4
693,300000.0,3.0,1260,1.0,3
694,625000.0,4.0,1680,1.0,4
695,707000.0,4.0,3200,2.0,3
696,950000.0,4.0,3320,2.0,3
